Selection	View	Channel	Begin File	Begin Time (s)	End Time (s)	Delta Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Freq (Hz)	Peak Freq (Hz)	Notes
1	Spectrogram 1	1	AU-AWBS03-141105-015000.wav	3370.315630598	3370.509679560	0.194	55.4	1307.7	1252.3	64.0	start pattern D
2	Spectrogram 1	1	AU-AWBS03-141105-015000.wav	3370.897777483	3371.091826445	0.194	51.9	1286.9	1235.0	96.0	
3	Spectrogram 1	1	AU-AWBS03-141105-015000.wav	3379.940459100	3380.134508061	0.194	69.2	401.3	332.1	224.0	
4	Spectrogram 1	1	AU-AWBS03-141105-015000.wav	3380.406176608	3380.600225570	0.194	58.8	1584.4	1525.6	80.0	
5	Spectrogram 1	1	AU-AWBS03-141105-015000.wav	3384.946922312	3385.140971274	0.194	58.8	1553.3	1494.5	224.0	
6	Spectrogram 1	1	AU-AWBS03-141105-015000.wav	3385.529069197	3385.723118159	0.194	48.4	1432.2	1383.8	80.0	
7	Spectrogram 1	1	AU-AWBS03-141105-015000.wav	3390.069814902	3390.263863863	0.194	62.3	1940.8	1878.5	64.0	
8	Spectrogram 1	1	AU-AWBS03-141105-015000.wav	3390.574342202	3390.768391164	0.194	65.7	1788.5	1722.8	224.0	
9	Spectrogram 1	1	AU-AWBS03-141105-015000.wav	3395.115087906	3395.309136868	0.194	48.4	1570.6	1522.2	144.0	
10	Spectrogram 1	1	AU-AWBS03-141105-015000.wav	3395.580805415	3395.774854376	0.194	51.9	1771.2	1719.4	256.0	
11	Spectrogram 1	1	AU-AWBS03-141105-015000.wav	3400.140956015	3400.335004977	0.194	69.2	1155.5	1086.3	288.0	
12	Spectrogram 1	1	AU-AWBS03-141105-015000.wav	3400.587268627	3400.820127381	0.233	72.6	1228.1	1155.5	384.0	
13	Spectrogram 1	1	AU-AWBS03-141105-015000.wav	3405.244443708	3405.438492670	0.194	45.0	408.2	363.2	272.0	
14	Spectrogram 1	1	AU-AWBS03-141105-015000.wav	3405.748971009	3405.904210178	0.155	38.1	729.9	691.9	48.0	
15	Spectrogram 1	1	AU-AWBS03-141105-015000.wav	3536.798161614	3536.992210576	0.194	50.2	1603.5	1553.3	64.0	start pattern
16	Spectrogram 1	1	AU-AWBS03-141105-015000.wav	3537.438523188	3537.671381942	0.233	51.9	1619.0	1567.1	80.0	
17	Spectrogram 1	1	AU-AWBS03-141105-015000.wav	3546.442395012	3546.675253766	0.233	72.6	1158.9	1086.3	80.0	
