Selection	View	Channel	Begin File	Begin Time (s)	End Time (s)	Delta Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Freq (Hz)	Peak Freq (Hz)	Notes
1	Spectrogram 1	1	AU-AWBS03-151025-070000.wav	552.303	552.574	0.272	55.4	1657.1	1601.7	160.0	start pattern B
2	Spectrogram 1	1	AU-AWBS03-151025-070000.wav	553.661	553.816	0.155	41.5	1847.4	1805.9	48.0	
3	Spectrogram 1	1	AU-AWBS03-151025-070000.wav	555.272	555.466	0.194	36.3	1726.3	1690.0	192.0	
4	Spectrogram 1	1	AU-AWBS03-151025-070000.wav	558.473	558.668	0.194	45.0	1878.5	1833.5	160.0	
5	Spectrogram 1	1	AU-AWBS03-151025-070000.wav	559.948	560.103	0.155	58.8	1705.5	1646.7	160.0	
6	Spectrogram 1	1	AU-AWBS03-151025-070000.wav	561.617	561.811	0.194	45.0	1788.5	1743.5	96.0	
7	Spectrogram 1	1	AU-AWBS03-151025-070000.wav	563.072	563.266	0.194	39.8	1760.9	1721.1	48.0	
8	Spectrogram 1	1	AU-AWBS03-151025-070000.wav	564.858	565.052	0.194	38.1	1587.9	1549.8	144.0	
9	Spectrogram 1	1	AU-AWBS03-151025-070000.wav	566.352	566.546	0.194	48.4	1539.5	1491.1	160.0	
10	Spectrogram 1	1	AU-AWBS03-151025-070000.wav	568.059	568.292	0.233	38.1	1629.4	1591.3	96.0	
11	Spectrogram 1	1	AU-AWBS03-151025-070000.wav	569.573	569.767	0.194	34.6	1428.8	1394.2	48.0	
12	Spectrogram 1	1	AU-AWBS03-151025-070000.wav	571.320	571.514	0.194	58.8	1587.9	1529.1	64.0	
13	Spectrogram 1	1	AU-AWBS03-151025-070000.wav	572.872	573.047	0.175	48.4	1615.6	1567.2	112.0	
14	Spectrogram 1	1	AU-AWBS03-151025-070000.wav	574.502	574.696	0.194	34.6	1691.7	1657.1	112.0	
15	Spectrogram 1	1	AU-AWBS03-151025-070000.wav	576.093	576.287	0.194	41.5	1695.1	1653.6	112.0	
16	Spectrogram 1	1	AU-AWBS03-151025-070000.wav	577.607	577.801	0.194	27.7	1778.2	1750.5	64.0	
17	Spectrogram 1	1	AU-AWBS03-151025-070000.wav	579.159	579.353	0.194	34.6	1778.2	1743.6	48.0	
18	Spectrogram 1	1	AU-AWBS03-151025-070000.wav	582.070	582.264	0.194	38.1	1843.9	1805.8	80.0	
19	Spectrogram 1	1	AU-AWBS03-151025-070000.wav	585.330	585.563	0.233	38.1	1843.9	1805.8	48.0	end main phrase
20	Spectrogram 1	1	AU-AWBS03-151025-070000.wav	591.307	591.501	0.194	58.8	1785.1	1726.3	64.0	
21	Spectrogram 1	1	AU-AWBS03-151025-070000.wav	593.053	593.286	0.233	39.8	1788.5	1748.7	160.0	
22	Spectrogram 1	1	AU-AWBS03-151025-070000.wav	594.489	594.683	0.194	31.1	1816.2	1785.1	368.0	
23	Spectrogram 1	1	AU-AWBS03-151025-070000.wav	595.944	596.138	0.194	41.5	1805.8	1764.3	240.0	
24	Spectrogram 1	1	AU-AWBS03-151025-070000.wav	599.123	599.317	0.194	69.2	1902.7	1833.5	192.0	
25	Spectrogram 1	1	AU-AWBS03-151025-071000.wav	602.499	602.693	0.194	38.1	1778.2	1740.1	352.0	
26	Spectrogram 1	1	AU-AWBS03-151025-071000.wav	612.784	612.978	0.194	72.6	1833.5	1760.9	176.0	
27	Spectrogram 1	1	AU-AWBS03-151025-071000.wav	614.395	614.589	0.194	69.2	1916.5	1847.3	80.0	
28	Spectrogram 1	1	AU-AWBS03-151025-071000.wav	617.499	617.693	0.194	55.4	1958.1	1902.7	112.0	
29	Spectrogram 1	1	AU-AWBS03-151025-071000.wav	620.818	621.012	0.194	41.5	1947.7	1906.2	304.0	
30	Spectrogram 1	1	AU-AWBS03-151025-071000.wav	632.422	632.577	0.155	45.0	1785.1	1740.1	48.0	
31	Spectrogram 1	1	AU-AWBS03-151025-071000.wav	633.955	634.149	0.194	34.6	2027.2	1992.6	368.0	
32	Spectrogram 1	1	AU-AWBS03-151025-071000.wav	637.234	637.428	0.194	51.9	1899.2	1847.3	240.0	
33	Spectrogram 1	1	AU-AWBS03-151025-071000.wav	640.688	640.921	0.233	55.4	1996.1	1940.7	240.0	end pattern
34	Spectrogram 1	1	AU-AWBS03-151025-072000.wav	1704.310	1704.504	0.194	65.7	1653.6	1587.9	208.0	start pattern
35	Spectrogram 1	1	AU-AWBS03-151025-072000.wav	1705.669	1705.824	0.155	72.6	1366.5	1293.9	80.0	
36	Spectrogram 1	1	AU-AWBS03-151025-072000.wav	1707.299	1707.493	0.194	58.8	1944.2	1885.4	160.0	
37	Spectrogram 1	1	AU-AWBS03-151025-072000.wav	1710.520	1710.753	0.233	31.1	1809.3	1778.2	208.0	
38	Spectrogram 1	1	AU-AWBS03-151025-072000.wav	1711.995	1712.150	0.155	34.6	1650.2	1615.6	208.0	
39	Spectrogram 1	1	AU-AWBS03-151025-072000.wav	1713.761	1713.955	0.194	41.5	1958.1	1916.6	48.0	
40	Spectrogram 1	1	AU-AWBS03-151025-072000.wav	1715.294	1715.449	0.155	76.1	1795.5	1719.4	144.0	
41	Spectrogram 1	1	AU-AWBS03-151025-072000.wav	1717.098	1717.292	0.194	43.2	2004.8	1961.6	208.0	
42	Spectrogram 1	1	AU-AWBS03-151025-072000.wav	1718.554	1718.748	0.194	34.6	1923.5	1888.9	96.0	
43	Spectrogram 1	1	AU-AWBS03-151025-072000.wav	1720.261	1720.455	0.194	38.1	1940.8	1902.7	96.0	
44	Spectrogram 1	1	AU-AWBS03-151025-072000.wav	1721.775	1721.930	0.155	36.3	1792.0	1755.7	112.0	
45	Spectrogram 1	1	AU-AWBS03-151025-072000.wav	1723.521	1723.754	0.233	34.6	1913.1	1878.5	112.0	
46	Spectrogram 1	1	AU-AWBS03-151025-072000.wav	1725.035	1725.268	0.233	31.1	1428.8	1397.7	112.0	
47	Spectrogram 1	1	AU-AWBS03-151025-072000.wav	1726.781	1726.937	0.155	41.5	1778.2	1736.7	240.0	
48	Spectrogram 1	1	AU-AWBS03-151025-072000.wav	1728.411	1728.605	0.194	45.0	1539.5	1494.5	96.0	
49	Spectrogram 1	1	AU-AWBS03-151025-072000.wav	1729.925	1730.119	0.194	41.5	1670.9	1629.4	48.0	
50	Spectrogram 1	1	AU-AWBS03-151025-072000.wav	1731.438	1731.671	0.233	41.5	1560.2	1518.7	48.0	
51	Spectrogram 1	1	AU-AWBS03-151025-072000.wav	1734.442	1734.675	0.233	27.7	1753.9	1726.2	96.0	
52	Spectrogram 1	1	AU-AWBS03-151025-072000.wav	1737.780	1737.974	0.194	31.1	1439.1	1408.0	32.0	end main phrase
53	Spectrogram 1	1	AU-AWBS03-151025-072000.wav	1744.418	1744.599	0.180	89.6	945.9	856.3	320.0	
54	Spectrogram 1	1	AU-AWBS03-151025-072000.wav	1745.817	1745.997	0.180	83.5	942.8	859.4	320.0	
55	Spectrogram 1	1	AU-AWBS03-151025-072000.wav	1747.464	1747.689	0.226	83.5	933.5	850.1	96.0	
56	Spectrogram 1	1	AU-AWBS03-151025-072000.wav	1748.975	1749.200	0.226	80.4	908.8	828.4	256.0	
57	Spectrogram 1	1	AU-AWBS03-151025-072000.wav	1752.088	1752.313	0.226	58.7	865.5	806.8	208.0	
58	Spectrogram 1	1	AU-AWBS03-151025-072000.wav	1755.561	1755.787	0.226	92.7	828.4	735.7	304.0	
59	Spectrogram 1	1	AU-AWBS03-151025-072000.wav	1762.080	1762.306	0.226	75.7	915.0	839.3	80.0	
60	Spectrogram 1	1	AU-AWBS03-151025-072000.wav	1763.727	1763.952	0.226	98.9	1044.8	945.9	192.0	
61	Spectrogram 1	1	AU-AWBS03-151025-072000.wav	1767.065	1767.336	0.271	71.1	1962.9	1891.8	336.0	
62	Spectrogram 1	1	AU-AWBS03-151025-072000.wav	1770.358	1770.629	0.271	43.3	1947.4	1904.2	320.0	end pattern
63	Spectrogram 1	1	AU-AWBS03-151025-074000.wav	2718.471	2718.764	0.293	43.3	711.0	667.7	224.0	start pattern
64	Spectrogram 1	1	AU-AWBS03-151025-074000.wav	2719.847	2720.073	0.226	58.7	766.6	707.9	208.0	
65	Spectrogram 1	1	AU-AWBS03-151025-074000.wav	2721.381	2721.606	0.226	64.9	717.2	652.2	176.0	
66	Spectrogram 1	1	AU-AWBS03-151025-074000.wav	2724.674	2724.945	0.271	40.2	500.8	460.6	192.0	
67	Spectrogram 1	1	AU-AWBS03-151025-074000.wav	2726.095	2726.321	0.226	57.2	568.8	511.6	112.0	
68	Spectrogram 1	1	AU-AWBS03-151025-074000.wav	2727.832	2728.103	0.271	40.2	547.1	507.0	192.0	
69	Spectrogram 1	1	AU-AWBS03-151025-074000.wav	2729.343	2729.637	0.293	71.1	593.5	522.4	192.0	
70	Spectrogram 1	1	AU-AWBS03-151025-074000.wav	2731.035	2731.306	0.271	38.6	771.3	732.6	192.0	
71	Spectrogram 1	1	AU-AWBS03-151025-074000.wav	2732.524	2732.749	0.226	30.9	714.1	683.2	192.0	
72	Spectrogram 1	1	AU-AWBS03-151025-074000.wav	2734.283	2734.554	0.271	51.0	806.8	755.8	96.0	
73	Spectrogram 1	1	AU-AWBS03-151025-074000.wav	2735.817	2736.088	0.271	40.2	677.0	636.8	96.0	
74	Spectrogram 1	1	AU-AWBS03-151025-074000.wav	2737.486	2737.757	0.271	46.4	732.6	686.2	96.0	
75	Spectrogram 1	1	AU-AWBS03-151025-074000.wav	2739.110	2739.336	0.226	52.6	720.2	667.7	112.0	
76	Spectrogram 1	1	AU-AWBS03-151025-074000.wav	2740.734	2741.050	0.316	40.2	1047.9	1007.7	112.0	
77	Spectrogram 1	1	AU-AWBS03-151025-074000.wav	2742.494	2742.764	0.271	49.5	890.3	840.8	96.0	
78	Spectrogram 1	1	AU-AWBS03-151025-074000.wav	2744.073	2744.343	0.271	52.6	806.8	754.3	80.0	
79	Spectrogram 1	1	AU-AWBS03-151025-074000.wav	2745.697	2745.967	0.271	55.6	695.5	639.9	64.0	
80	Spectrogram 1	1	AU-AWBS03-151025-074000.wav	2747.298	2747.524	0.226	47.9	700.2	652.2	64.0	
81	Spectrogram 1	1	AU-AWBS03-151025-074000.wav	2750.073	2750.343	0.271	26.3	1097.4	1071.1	96.0	
82	Spectrogram 1	1	AU-AWBS03-151025-074000.wav	2753.050	2753.321	0.271	34.0	1122.1	1088.1	112.0	end main phrase
83	Spectrogram 1	1	AU-AWBS03-151025-074000.wav	2759.727	2759.997	0.271	49.5	828.4	779.0	160.0	
84	Spectrogram 1	1	AU-AWBS03-151025-074000.wav	2761.238	2761.464	0.226	49.5	785.2	735.7	192.0	
85	Spectrogram 1	1	AU-AWBS03-151025-074000.wav	2762.840	2763.110	0.271	55.6	748.1	692.4	64.0	
86	Spectrogram 1	1	AU-AWBS03-151025-074000.wav	2764.373	2764.644	0.271	46.4	760.4	714.1	320.0	
87	Spectrogram 1	1	AU-AWBS03-151025-074000.wav	2767.621	2767.892	0.271	43.3	871.7	828.4	208.0	
88	Spectrogram 1	1	AU-AWBS03-151025-074000.wav	2770.915	2771.185	0.271	40.2	853.2	813.0	192.0	
89	Spectrogram 1	1	AU-AWBS03-151025-074000.wav	2779.080	2779.396	0.316	49.5	927.4	877.9	320.0	
90	Spectrogram 1	1	AU-AWBS03-151025-074000.wav	2780.614	2780.885	0.271	49.5	905.7	856.3	320.0	
91	Spectrogram 1	1	AU-AWBS03-151025-074000.wav	2782.103	2782.373	0.271	49.5	1020.1	970.6	240.0	
92	Spectrogram 1	1	AU-AWBS03-151025-074000.wav	2785.306	2785.621	0.316	71.1	1001.5	930.4	160.0	
93	Spectrogram 1	1	AU-AWBS03-151025-074000.wav	2788.644	2788.915	0.271	64.9	1097.4	1032.5	320.0	
94	Spectrogram 1	1	AU-AWBS03-151025-074000.wav	2797.982	2798.253	0.271	82.7	1394.9	1312.2	144.0	
95	Spectrogram 1	1	AU-AWBS03-151025-074000.wav	2799.516	2799.832	0.316	80.4	1258.1	1177.7	176.0	
96	Spectrogram 1	1	AU-AWBS03-151025-074000.wav	2801.095	2801.411	0.316	74.2	1990.7	1916.5	320.0	
