Selection	View	Channel	Begin File	Begin Time (s)	End Time (s)	Delta Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Freq (Hz)	Peak Freq (Hz)	Notes
1	Spectrogram 1	1	AU-BS02a-090829-000057.wav	7.707	7.931	0.224	22.2	1990.5	1968.4	32.0	start pattern 
2	Spectrogram 1	1	AU-BS02a-090829-000057.wav	9.141	9.365	0.224	53.8	1534.8	1481.0	56.0	
3	Spectrogram 1	1	AU-BS02a-090829-000057.wav	10.844	11.068	0.224	34.8	1098.1	1063.3	40.0	
4	Spectrogram 1	1	AU-BS02a-090829-000057.wav	14.115	14.384	0.269	28.5	1867.1	1838.6	176.0	
5	Spectrogram 1	1	AU-BS02a-090829-000057.wav	15.549	15.773	0.224	60.1	1791.1	1731.0	72.0	
6	Spectrogram 1	1	AU-BS02a-090829-000057.wav	17.386	17.655	0.269	53.8	1642.4	1588.6	176.0	
7	Spectrogram 1	1	AU-BS02a-090829-000057.wav	18.865	19.089	0.224	60.1	1335.4	1275.3	64.0	
8	Spectrogram 1	1	AU-BS02a-090829-000057.wav	20.657	20.881	0.224	34.8	1886.1	1851.3	112.0	
9	Spectrogram 1	1	AU-BS02a-090829-000057.wav	22.226	22.450	0.224	53.8	651.9	598.1	136.0	
10	Spectrogram 1	1	AU-BS02a-090829-000057.wav	23.928	24.242	0.314	47.5	1946.2	1898.7	152.0	
11	Spectrogram 1	1	AU-BS02a-090829-000057.wav	25.452	25.721	0.269	49.1	1161.4	1112.3	152.0	
12	Spectrogram 1	1	AU-BS02a-090829-000057.wav	27.155	27.423	0.269	47.5	1699.4	1651.9	120.0	
13	Spectrogram 1	1	AU-BS02a-090829-000057.wav	28.768	28.992	0.224	47.5	876.6	829.1	48.0	
14	Spectrogram 1	1	AU-BS02a-090829-000057.wav	30.471	30.695	0.224	31.6	1914.6	1882.9	104.0	
15	Spectrogram 1	1	AU-BS02a-090829-000057.wav	32.084	32.263	0.179	47.5	430.4	382.9	96.0	
16	Spectrogram 1	1	AU-BS02a-090829-000057.wav	33.697	34.010	0.314	50.6	1816.5	1765.8	64.0	
17	Spectrogram 1	1	AU-BS02a-090829-000057.wav	35.265	35.534	0.269	53.8	1408.2	1354.4	56.0	
18	Spectrogram 1	1	AU-BS02a-090829-000057.wav	36.833	37.102	0.269	50.6	996.8	946.2	64.0	
19	Spectrogram 1	1	AU-BS02a-090829-000057.wav	39.791	40.060	0.269	38.0	1075.9	1038.0	48.0	
20	Spectrogram 1	1	AU-BS02a-090829-000057.wav	43.376	43.689	0.314	44.3	572.8	528.5	320.0	end main prhase
21	Spectrogram 1	1	AU-BS02a-090829-000057.wav	48.170	48.439	0.269	47.5	1019.0	971.5	64.0	terminal
22	Spectrogram 1	1	AU-BS02a-090829-000057.wav	49.739	50.007	0.269	47.5	920.9	873.4	64.0	
23	Spectrogram 1	1	AU-BS02a-090829-000057.wav	51.217	51.486	0.269	66.5	1098.1	1031.6	72.0	
24	Spectrogram 1	1	AU-BS02a-090829-000057.wav	52.786	53.144	0.358	69.6	772.2	702.5	72.0	
25	Spectrogram 1	1	AU-BS02a-090829-000057.wav	54.399	54.712	0.314	44.3	712.0	667.7	48.0	
26	Spectrogram 1	1	AU-BS02a-090829-000057.wav	55.967	56.281	0.314	41.1	1041.1	1000.0	280.0	
27	Spectrogram 1	1	AU-BS02a-090829-000057.wav	58.929	59.288	0.358	38.0	1253.2	1215.2	352.0	
28	Spectrogram 1	1	AU-BS02a-090829-000057.wav	62.738	63.052	0.314	47.5	658.2	610.8	48.0	
