Selection	View	Channel	Begin File	Begin Time (s)	End Time (s)	Delta Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Freq (Hz)	Peak Freq (Hz)	Notes
1	Spectrogram 1	1	AU-BS02a-120827-040000.wav	167.865	168.406	0.541	36.5	210.0	173.5	120.0	start pattern C
2	Spectrogram 1	1	AU-BS02a-120827-040000.wav	170.617	171.248	0.632	33.5	204.0	170.5	192.0	
3	Spectrogram 1	1	AU-BS02a-120827-040000.wav	173.459	174.045	0.586	27.4	219.2	191.8	48.0	
4	Spectrogram 1	1	AU-BS02a-120827-040000.wav	176.075	176.707	0.632	18.3	204.0	185.7	40.0	
5	Spectrogram 1	1	AU-BS02a-120827-040000.wav	178.511	179.233	0.722	18.3	204.0	185.7	40.0	
6	Spectrogram 1	1	AU-BS02a-120827-040000.wav	181.218	181.895	0.677	30.4	207.0	176.6	40.0	
7	Spectrogram 1	1	AU-BS02a-120827-040000.wav	183.564	184.195	0.632	27.4	188.7	161.3	72.0	
8	Spectrogram 1	1	AU-BS02a-120827-040000.wav	185.820	186.451	0.632	24.4	182.6	158.3	40.0	
9	Spectrogram 1	1	AU-BS02a-120827-040000.wav	188.662	189.293	0.632	18.3	185.7	167.4	56.0	
10	Spectrogram 1	1	AU-BS02a-120827-040000.wav	191.820	192.451	0.632	15.2	194.8	179.6	56.0	
11	Spectrogram 1	1	AU-BS02a-120827-040000.wav	204.699	204.925	0.226	51.8	1050.2	998.5	184.0	start gs
12	Spectrogram 1	1	AU-BS02a-120827-040000.wav	208.602	208.827	0.226	30.4	1823.4	1793.0	624.0	
13	Spectrogram 1	1	AU-BS02a-120827-040000.wav	212.481	212.707	0.226	42.6	1926.9	1884.3	224.0	
14	Spectrogram 1	1	AU-BS02a-120827-040000.wav	216.316	216.541	0.226	24.4	1945.2	1920.9	40.0	
15	Spectrogram 1	1	AU-BS02a-120827-040000.wav	220.195	220.421	0.226	21.3	1610.4	1589.0	208.0	
16	Spectrogram 1	1	AU-BS02a-120827-040000.wav	224.030	224.256	0.226	48.7	1984.8	1936.1	224.0	
17	Spectrogram 1	1	AU-BS02a-120827-040000.wav	227.865	228.090	0.226	42.6	1987.8	1945.2	200.0	
18	Spectrogram 1	1	AU-BS02a-120827-040000.wav	231.609	231.835	0.226	33.5	1993.9	1960.4	208.0	
19	Spectrogram 1	1	AU-BS02a-120827-040000.wav	235.466	235.692	0.226	16.7	1280.1	1263.3	304.0	
20	Spectrogram 1	1	AU-BS02a-120827-040000.wav	239.188	239.414	0.226	36.5	1966.5	1930.0	216.0	
21	Spectrogram 1	1	AU-BS02a-120827-040000.wav	243.023	243.248	0.226	21.3	1899.5	1878.2	112.0	
22	Spectrogram 1	1	AU-BS02a-120827-040000.wav	246.857	247.083	0.226	30.4	1309.0	1278.5	128.0	
23	Spectrogram 1	1	AU-BS02a-120827-040000.wav	250.714	250.940	0.226	39.6	770.2	730.6	136.0	
24	Spectrogram 1	1	AU-BS02a-120827-040000.wav	254.504	254.729	0.226	27.4	1324.2	1296.8	120.0	
25	Spectrogram 1	1	AU-BS02a-120827-040000.wav	258.406	258.632	0.226	30.4	1309.0	1278.5	72.0	
26	Spectrogram 1	1	AU-BS02a-120827-040000.wav	262.195	262.421	0.226	30.4	724.5	694.1	56.0	
27	Spectrogram 1	1	AU-BS02a-120827-040000.wav	266.075	266.346	0.271	39.6	940.6	901.1	112.0	
28	Spectrogram 1	1	AU-BS02a-120827-040000.wav	269.729	270.045	0.316	36.5	1586.0	1549.5	176.0	
29	Spectrogram 1	1	AU-BS02a-120827-040000.wav	273.519	273.744	0.226	30.4	1613.4	1583.0	128.0	end main phrase
30	Spectrogram 1	1	AU-BS02a-120827-040000.wav	288.406	288.632	0.226	27.4	1025.9	998.5	96.0	
31	Spectrogram 1	1	AU-BS02a-120827-040000.wav	292.331	292.602	0.271	21.3	1546.4	1525.1	40.0	
32	Spectrogram 1	1	AU-BS02a-120827-040000.wav	296.504	296.729	0.226	19.8	1204.0	1184.2	40.0	
