Selection	View	Channel	Begin File	Begin Time (s)	End Time (s)	Delta Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Freq (Hz)	Peak Freq (Hz)	Notes
1	Spectrogram 1	1	AU-BS02a-090829-000057.wav	116.855914186	117.533878908	0.678	43.2	207.0	163.7	48.0	start pattern C
2	Spectrogram 1	1	AU-BS02a-090829-000057.wav	119.652518666	120.288110593	0.636	30.9	207.0	176.1	32.0	
3	Spectrogram 1	1	AU-BS02a-090829-000057.wav	122.364377555	122.957596687	0.593	55.6	210.1	154.4	56.0	
4	Spectrogram 1	1	AU-BS02a-090829-000057.wav	125.160982035	125.796573962	0.636	30.9	225.5	194.6	32.0	
5	Spectrogram 1	1	AU-BS02a-090829-000057.wav	127.999959310	128.466060057	0.466	24.7	207.0	182.3	32.0	
6	Spectrogram 1	1	AU-BS02a-090829-000057.wav	130.584699814	131.177918946	0.593	52.5	231.7	179.2	72.0	
7	Spectrogram 1	1	AU-BS02a-090829-000057.wav	133.805032245	134.482996968	0.678	55.6	213.1	157.5	56.0	
8	Spectrogram 1	1	AU-BS02a-090829-000057.wav	148.169409800	148.338900981	0.169	68.0	1689.7	1621.7	480.0	start gs
9	Spectrogram 1	1	AU-BS02a-090829-000057.wav	152.152452544	152.321943725	0.169	68.0	1575.4	1507.4	72.0	
10	Spectrogram 1	1	AU-BS02a-090829-000057.wav	155.966004108	156.135495288	0.169	64.9	1782.3	1717.5	1008.0	
11	Spectrogram 1	1	AU-BS02a-090829-000057.wav	159.864301261	160.033792442	0.169	49.4	1708.2	1658.8	144.0	
12	Spectrogram 1	1	AU-BS02a-090829-000057.wav	163.593107234	163.762598415	0.169	58.7	1668.1	1609.4	104.0	
13	Spectrogram 1	1	AU-BS02a-090829-000057.wav	167.402531381	167.614395357	0.212	47.9	1595.5	1547.6	128.0	
14	Spectrogram 1	1	AU-BS02a-090829-000057.wav	171.237269342	171.449133318	0.212	52.5	2017.1	1964.6	120.0	
15	Spectrogram 1	1	AU-BS02a-090829-000057.wav	175.093193701	175.305057676	0.212	64.9	1936.8	1871.9	96.0	
16	Spectrogram 1	1	AU-BS02a-090829-000057.wav	178.991490854	179.203354830	0.212	58.7	1970.8	1912.1	120.0	
17	Spectrogram 1	1	AU-BS02a-090829-000057.wav	182.805042418	183.016906393	0.212	46.3	2035.6	1989.3	48.0	
18	Spectrogram 1	1	AU-BS02a-090829-000057.wav	186.745712366	186.957576342	0.212	55.6	1868.8	1813.2	112.0	
19	Spectrogram 1	1	AU-BS02a-090829-000057.wav	190.601636725	190.813500701	0.212	52.5	1340.6	1288.1	96.0	
20	Spectrogram 1	1	AU-BS02a-090829-000057.wav	194.372815493	194.584679469	0.212	71.0	1207.8	1136.7	104.0	
21	Spectrogram 1	1	AU-BS02a-090829-000057.wav	198.313485442	198.525349418	0.212	58.7	1343.7	1285.0	96.0	
22	Spectrogram 1	1	AU-BS02a-090829-000057.wav	202.296528186	202.508392162	0.212	52.5	868.0	815.5	152.0	
23	Spectrogram 1	1	AU-BS02a-090829-000057.wav	206.194825339	206.321943725	0.127	43.2	1334.4	1291.2	104.0	
24	Spectrogram 1	1	AU-BS02a-090829-000057.wav	210.177868083	210.389732059	0.212	40.2	2032.6	1992.4	88.0	
25	Spectrogram 1	1	AU-BS02a-090829-000057.wav	214.288029213	214.499893188	0.212	24.7	2032.6	2007.8	32.0	
26	Spectrogram 1	1	AU-BS02a-090829-000057.wav	218.440563137	218.610054318	0.169	55.6	2032.6	1977.0	104.0	
27	Spectrogram 1	1	AU-BS02a-090829-000057.wav	222.525410453	222.737274429	0.212	58.7	2038.7	1980.0	568.0	
28	Spectrogram 1	1	AU-BS02a-090829-000057.wav	226.889808353	227.101672329	0.212	74.1	2041.8	1967.7	624.0	end pattern
29	Spectrogram 1	1	AU-BS02a-090829-000057.wav	572.923661830	573.474508167	0.551	37.1	225.5	188.4	40.0	start pattenr
30	Spectrogram 1	1	AU-BS02a-090829-000057.wav	575.593147924	576.059248671	0.466	40.2	222.4	182.3	56.0	
31	Spectrogram 1	1	AU-BS02a-090829-000057.wav	578.220261224	578.855853151	0.636	27.8	231.7	203.9	32.0	
32	Spectrogram 1	1	AU-BS02a-090829-000057.wav	580.932120113	581.525339245	0.593	37.1	219.3	182.3	48.0	
33	Spectrogram 1	1	AU-BS02a-090829-000057.wav	583.601606207	584.194825339	0.593	21.6	237.9	216.2	32.0	
34	Spectrogram 1	1	AU-BS02a-090829-000057.wav	586.313465097	586.906684229	0.593	30.9	228.6	197.7	32.0	
35	Spectrogram 1	1	AU-BS02a-090829-000057.wav	589.321933552	589.915152684	0.593	40.2	219.3	179.2	48.0	
36	Spectrogram 1	1	AU-BS02a-090829-000057.wav	592.076165237	592.669384369	0.593	40.2	228.6	188.4	48.0	
37	Spectrogram 1	1	AU-BS02a-090829-000057.wav	612.220301914	612.432165889	0.212	43.2	1368.4	1325.2	136.0	start gs
38	Spectrogram 1	1	AU-BS02a-090829-000057.wav	615.991480682	616.203344658	0.212	80.3	1668.1	1587.7	160.0	
40	Spectrogram 1	1	AU-BS02a-090829-000057.wav	619.847405040	620.059269016	0.212	92.7	1538.3	1445.6	264.0	
41	Spectrogram 1	1	AU-BS02a-090829-000057.wav	623.639770206	623.851634182	0.212	44.8	980.8	936.0	176.0	
42	Spectrogram 1	1	AU-BS02a-090829-000057.wav	627.474508167	627.686372143	0.212	49.4	1998.6	1949.2	136.0	
43	Spectrogram 1	1	AU-BS02a-090829-000057.wav	631.330432525	631.499923706	0.169	58.7	2007.8	1949.2	64.0	
44	Spectrogram 1	1	AU-BS02a-090829-000057.wav	635.143984089	635.398220860	0.254	71.0	1980.0	1909.0	120.0	
45	Spectrogram 1	1	AU-BS02a-090829-000057.wav	638.999908447	639.169399628	0.169	49.4	2032.6	1983.1	112.0	
46	Spectrogram 1	1	AU-BS02a-090829-001200.wav	642.898205601	643.152442372	0.254	46.3	2026.4	1980.0	80.0	
47	Spectrogram 1	1	AU-BS02a-090829-001200.wav	647.008366730	647.220230706	0.212	61.8	2020.2	1958.4	72.0	end pattern
48	Spectrogram 1	1	AU-BS02a-090829-001200.wav	889.677913860	890.186387402	0.508	58.7	219.3	160.6	64.0	start pattern
49	Spectrogram 1	1	AU-BS02a-090829-001200.wav	891.754180822	892.389772749	0.636	34.0	222.4	188.4	40.0	
50	Spectrogram 1	1	AU-BS02a-090829-001200.wav	894.550785302	895.144004434	0.593	47.9	230.1	182.3	48.0	
51	Spectrogram 1	1	AU-BS02a-090829-001200.wav	897.813490528	898.449082455	0.636	58.7	207.0	148.3	64.0	
54	Spectrogram 1	1	AU-BS02a-090829-001200.wav	900.652467803	901.203314140	0.551	68.0	203.9	135.9	72.0	
55	Spectrogram 1	1	AU-BS02a-090829-001200.wav	903.449072283	904.127037005	0.678	32.4	220.9	188.4	40.0	
56	Spectrogram 1	1	AU-BS02a-090829-001200.wav	906.372795148	906.966014280	0.593	37.1	213.1	176.1	40.0	
57	Spectrogram 1	1	AU-BS02a-090829-001200.wav	909.635500374	910.271092302	0.636	30.9	213.1	182.3	32.0	
58	Spectrogram 1	1	AU-BS02a-090829-001200.wav	912.622782432	913.088883179	0.466	49.4	203.9	154.4	56.0	
59	Spectrogram 1	1	AU-BS02a-090829-001200.wav	937.152503407	937.321994588	0.169	68.0	1563.0	1495.1	464.0	start gs
60	Spectrogram 1	1	AU-BS02a-090829-001200.wav	940.987241368	941.199105344	0.212	46.3	1671.1	1624.8	56.0	
61	Spectrogram 1	1	AU-BS02a-090829-001200.wav	944.821979329	945.033843304	0.212	71.0	1631.0	1559.9	72.0	
62	Spectrogram 1	1	AU-BS02a-090829-001200.wav	948.635530892	948.805022073	0.169	80.3	1538.3	1458.0	336.0	
63	Spectrogram 1	1	AU-BS02a-090829-001200.wav	952.300777672	952.512641648	0.212	61.8	772.2	710.5	144.0	
64	Spectrogram 1	1	AU-BS02a-090829-001200.wav	956.135515633	956.305006814	0.169	95.8	1615.5	1519.8	192.0	
65	Spectrogram 1	1	AU-BS02a-090829-001200.wav	959.991439992	960.203303967	0.212	40.2	1986.2	1946.1	408.0	
66	Spectrogram 1	1	AU-BS02a-090829-001200.wav	963.762618760	963.932109941	0.169	68.0	1439.5	1371.5	416.0	
67	Spectrogram 1	1	AU-BS02a-090829-001200.wav	967.576170323	967.745661504	0.169	58.7	1689.7	1631.0	112.0	
68	Spectrogram 1	1	AU-BS02a-090829-001200.wav	971.474467477	971.643958657	0.169	58.7	1949.2	1890.5	80.0	
69	Spectrogram 1	1	AU-BS02a-090829-001200.wav	975.288019040	975.457510221	0.169	61.8	1420.9	1359.2	88.0	
70	Spectrogram 1	1	AU-BS02a-090829-001200.wav	979.161002380	979.372866356	0.212	46.3	929.8	883.5	48.0	
71	Spectrogram 1	1	AU-BS02a-090829-001200.wav	983.059299534	983.228790714	0.169	30.9	1044.1	1013.2	88.0	end pattern
72	Spectrogram 1	1	AU-BS02a-090829-002302.wav	1278.652467803	1279.245686935	0.593	43.2	231.7	188.4	56.0	start pattern
73	Spectrogram 1	1	AU-BS02a-090829-002302.wav	1281.321953897	1281.872800234	0.551	40.2	274.9	234.8	48.0	
74	Spectrogram 1	1	AU-BS02a-090829-002302.wav	1283.737203221	1284.415167943	0.678	37.1	274.9	237.9	40.0	
75	Spectrogram 1	1	AU-BS02a-090829-002302.wav	1286.321943725	1286.830417267	0.508	49.4	259.5	210.1	56.0	
76	Spectrogram 1	1	AU-BS02a-090829-002302.wav	1288.906684229	1289.415157771	0.508	54.1	273.4	219.3	56.0	
77	Spectrogram 1	1	AU-BS02a-090829-002302.wav	1291.321933552	1291.872779889	0.551	55.6	250.2	194.6	56.0	
78	Spectrogram 1	1	AU-BS02a-090829-002302.wav	1293.779555671	1294.245656418	0.466	46.3	250.2	203.9	56.0	
79	Spectrogram 1	1	AU-BS02a-090829-002302.wav	1295.855822633	1296.406668970	0.551	52.5	265.7	213.1	56.0	
80	Spectrogram 1	1	AU-BS02a-090829-002302.wav	1309.177939291	1309.389803267	0.212	71.0	864.9	793.9	72.0	start gs
81	Spectrogram 1	1	AU-BS02a-090829-002302.wav	1312.991490854	1313.160982035	0.169	61.8	1578.5	1516.7	264.0	
82	Spectrogram 1	1	AU-BS02a-090829-002302.wav	1316.720296827	1316.889788008	0.169	43.2	2035.6	1992.4	232.0	
83	Spectrogram 1	1	AU-BS02a-090829-002302.wav	1320.533848391	1320.745712366	0.212	71.0	1995.5	1924.4	128.0	
84	Spectrogram 1	1	AU-BS02a-090829-002302.wav	1324.347399954	1324.516891135	0.169	49.4	2014.0	1964.6	112.0	
85	Spectrogram 1	1	AU-BS02a-090829-002302.wav	1328.160951517	1328.372815493	0.212	43.2	2017.1	1973.9	104.0	
86	Spectrogram 1	1	AU-BS02a-090829-002302.wav	1331.974503081	1332.186367056	0.212	61.8	2014.0	1952.2	120.0	
87	Spectrogram 1	1	AU-BS02a-090829-002302.wav	1335.872800234	1336.084664210	0.212	46.3	2010.9	1964.6	48.0	
88	Spectrogram 1	1	AU-BS02a-090829-002302.wav	1339.643979003	1339.813470183	0.169	30.9	1970.8	1939.9	88.0	
89	Spectrogram 1	1	AU-BS02a-090829-002302.wav	1343.542276156	1343.754140132	0.212	52.5	1139.8	1087.3	56.0	
90	Spectrogram 1	1	AU-BS02a-090829-002302.wav	1347.355827719	1347.525318900	0.169	46.3	1797.8	1751.5	48.0	
91	Spectrogram 1	1	AU-BS02a-090829-002302.wav	1351.084633693	1351.254124873	0.169	52.5	1621.7	1569.2	80.0	
