Selection	View	Channel	Begin File	Begin Time (s)	End Time (s)	Delta Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Freq (Hz)	Peak Freq (Hz)	Notes
1	Spectrogram 1	1	AU-BS04b-140826-022000.wav	20.165	20.412	0.247	25.8	1303.2	1277.4	136.0	start pattern D
2	Spectrogram 1	1	AU-BS04b-140826-022000.wav	20.660	20.907	0.247	22.6	1306.5	1283.9	128.0	
3	Spectrogram 1	1	AU-BS04b-140826-022000.wav	29.031	29.196	0.165	32.3	1674.2	1641.9	184.0	
4	Spectrogram 1	1	AU-BS04b-140826-022000.wav	29.485	29.691	0.206	35.5	1641.9	1606.5	184.0	
5	Spectrogram 1	1	AU-BS04b-140826-022000.wav	34.021	34.268	0.247	9.7	1677.4	1667.7	472.0	
6	Spectrogram 1	1	AU-BS04b-140826-022000.wav	34.598	34.804	0.206	22.6	796.8	774.2	176.0	
7	Spectrogram 1	1	AU-BS04b-140826-022000.wav	39.010	39.216	0.206	29.0	1800.0	1771.0	144.0	
8	Spectrogram 1	1	AU-BS04b-140826-022000.wav	39.505	39.670	0.165	32.3	1680.6	1648.4	184.0	
9	Spectrogram 1	1	AU-BS04b-140826-022000.wav	43.918	44.082	0.165	32.3	1167.7	1135.5	88.0	
10	Spectrogram 1	1	AU-BS04b-140826-022000.wav	44.412	44.619	0.206	38.7	1951.6	1912.9	184.0	
11	Spectrogram 1	1	AU-BS04b-140826-022000.wav	49.072	49.237	0.165	25.8	619.4	593.5	240.0	
12	Spectrogram 1	1	AU-BS04b-140826-022000.wav	49.526	49.691	0.165	32.3	587.1	554.8	208.0	
13	Spectrogram 1	1	AU-BS04b-140826-022000.wav	53.938	54.144	0.206	22.6	464.5	441.9	408.0	
14	Spectrogram 1	1	AU-BS04b-140826-022000.wav	54.474	54.680	0.206	29.0	464.5	435.5	64.0	
15	Spectrogram 1	1	AU-BS04b-140826-022000.wav	58.660	58.866	0.206	16.1	677.4	661.3	240.0	
16	Spectrogram 1	1	AU-BS04b-140826-022000.wav	59.196	59.402	0.206	22.6	487.1	464.5	200.0	
17	Spectrogram 1	1	AU-BS04b-140826-022000.wav	408.680	408.845	0.165	25.8	1412.9	1387.1	208.0	start pattern
18	Spectrogram 1	1	AU-BS04b-140826-022000.wav	409.216	409.423	0.206	19.4	1396.8	1377.4	128.0	
19	Spectrogram 1	1	AU-BS04b-140826-022000.wav	417.794	418.000	0.206	32.3	1996.8	1964.5	152.0	
20	Spectrogram 1	1	AU-BS04b-140826-022000.wav	418.289	418.454	0.165	35.5	1661.3	1625.8	136.0	
21	Spectrogram 1	1	AU-BS04b-140826-022000.wav	422.825	423.031	0.206	29.0	1977.4	1948.4	96.0	
22	Spectrogram 1	1	AU-BS04b-140826-022000.wav	423.278	423.485	0.206	38.7	1722.6	1683.9	88.0	
23	Spectrogram 1	1	AU-BS04b-140826-022000.wav	427.732	427.938	0.206	22.6	1167.7	1145.2	136.0	
24	Spectrogram 1	1	AU-BS04b-140826-022000.wav	428.227	428.433	0.206	19.4	1158.1	1138.7	40.0	
25	Spectrogram 1	1	AU-BS04b-140826-022000.wav	432.722	432.928	0.206	19.4	1035.5	1016.1	208.0	
26	Spectrogram 1	1	AU-BS04b-140826-022000.wav	433.175	433.381	0.206	22.6	1341.9	1319.4	184.0	
27	Spectrogram 1	1	AU-BS04b-140826-022000.wav	437.691	437.856	0.165	22.6	1525.8	1503.2	200.0	
28	Spectrogram 1	1	AU-BS04b-140826-022000.wav	438.186	438.392	0.206	25.8	896.8	871.0	296.0	
29	Spectrogram 1	1	AU-BS04b-140826-022000.wav	442.639	442.763	0.124	32.3	1000.0	967.7	232.0	
30	Spectrogram 1	1	AU-BS04b-140826-022000.wav	443.052	443.216	0.165	25.8	822.6	796.8	248.0	
31	Spectrogram 1	1	AU-BS04b-140826-023000.wav	880.165	880.371	0.206	16.1	1106.5	1090.3	80.0	start pattern
32	Spectrogram 1	1	AU-BS04b-140826-023000.wav	880.619	880.866	0.247	16.1	1987.1	1971.0	48.0	
33	Spectrogram 1	1	AU-BS04b-140826-023000.wav	889.320	889.526	0.206	22.6	1503.2	1480.6	160.0	
34	Spectrogram 1	1	AU-BS04b-140826-023000.wav	889.773	890.021	0.247	32.3	596.8	564.5	280.0	
35	Spectrogram 1	1	AU-BS04b-140826-023000.wav	894.309	894.557	0.247	29.0	1151.6	1122.6	160.0	
36	Spectrogram 1	1	AU-BS04b-140826-023000.wav	894.804	895.010	0.206	35.5	745.2	709.7	136.0	
37	Spectrogram 1	1	AU-BS04b-140826-023000.wav	899.361	899.567	0.206	32.3	1954.8	1922.6	112.0	
38	Spectrogram 1	1	AU-BS04b-140826-023000.wav	899.835	900.041	0.206	35.5	903.2	867.7	136.0	
