Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	11.908599854	12.46572876	90	150
2	Spectrogram 1	1	75.212371826	75.560577393	135	180
3	Spectrogram 1	1	126.886077881	127.373565674	105	150
4	Spectrogram 1	1	131.552032471	132.039520264	90	180
5	Spectrogram 1	1	135.173370361	136.009063721	45	120
6	Spectrogram 1	1	151.260467529	151.817596436	75	120
7	Spectrogram 1	1	311.08682251	311.504669189	45	90
8	Spectrogram 1	1	397.441802979	398.973907471	75	210
9	Spectrogram 1	1	428.989227295	429.755279541	150	195
10	Spectrogram 1	1	467.779327393	468.475738525	120	195
11	Spectrogram 1	1	1146.362335205	1146.780181885	120	165
12	Spectrogram 1	1	1867.078216553	1868.192474365	105	210
13	Spectrogram 1	1	1943.195953369	1943.962005615	105	180
14	Spectrogram 1	1	1980.593231201	1981.220001221	120	180
15	Spectrogram 1	1	2101.002716064	2101.768768311	105	150
16	Spectrogram 1	1	2143.692718506	2144.667694092	105	195
17	Spectrogram 1	1	2183.805999756	2184.502410889	105	180
18	Spectrogram 1	1	2218.347991943	2219.114044189	105	195
19	Spectrogram 1	1	2386.113433838	2386.670562744	105	165
20	Spectrogram 1	1	2515.994110107	2516.411956787	150	195
21	Spectrogram 1	1	2773.318023682	2774.501922607	60	210
22	Spectrogram 1	1	2880.843902588	2881.192108154	135	180
23	Spectrogram 1	1	2947.211883545	2948.117218018	60	135
24	Spectrogram 1	1	3900.041595459	3900.738006592	90	165
25	Spectrogram 1	1	3986.535858154	3986.953704834	105	150
26	Spectrogram 1	1	4927.526580811	4927.94442749	135	180
27	Spectrogram 1	1	5170.852630615	5171.270477295	135	195
28	Spectrogram 1	1	5285.621185303	5286.108673096	105	150
29	Spectrogram 1	1	5697.826934814	5698.453704834	105	180
30	Spectrogram 1	1	6254.259429932	6254.607635498	45	90
31	Spectrogram 1	1	6559.705352783	6560.610687256	90	165
32	Spectrogram 1	1	6638.539093018	6639.096221924	75	165
33	Spectrogram 1	1	6991.132049561	6991.619537354	105	165
34	Spectrogram 1	1	7138.283721924	7138.980133057	90	165
35	Spectrogram 1	1	7949.115203857	7949.672332764	135	225
36	Spectrogram 1	1	8008.031585693	8008.936920166	60	135
37	Spectrogram 1	1	8041.528961182	8042.295013428	75	135
38	Spectrogram 1	1	8120.153778076	8120.571624756	165	210
39	Spectrogram 1	1	8130.808868408	8131.296356201	165	210
40	Spectrogram 1	1	8139.096160889	8139.862213135	180	225
41	Spectrogram 1	1	8140.697906494	8141.46395874	165	210
42	Spectrogram 1	1	8318.770233154	8319.675567627	60	120
43	Spectrogram 1	1	8411.810760498	8412.367889404	180	240
44	Spectrogram 1	1	8416.824920654	8417.5909729	180	210
45	Spectrogram 1	1	8428.037139893	8428.733551025	165	240
46	Spectrogram 1	1	8445.447418213	8446.283111572	180	240
47	Spectrogram 1	1	8460.211334229	8461.116668701	75	120
48	Spectrogram 1	1	8710.710418701	8711.406829834	60	120
49	Spectrogram 1	1	8733.900909424	8734.806243896	60	105
50	Spectrogram 1	1	8762.593048096	8763.568023682	75	135
51	Spectrogram 1	1	8795.602935791	8796.368988037	45	90
52	Spectrogram 1	1	8930.706695557	8931.820953369	150	240
53	Spectrogram 1	1	9099.168548584	9100.14352417	120	180
54	Spectrogram 1	1	9125.701812744	9127.09463501	105	225
55	Spectrogram 1	1	9149.727996826	9150.076202393	45	105
56	Spectrogram 1	1	9171.45602417	9172.361358643	60	105
57	Spectrogram 1	1	9281.558624268	9282.46395874	150	195
58	Spectrogram 1	1	9461.5809021	9462.555877686	45	105
59	Spectrogram 1	1	9462.207672119	9463.113006592	105	150
60	Spectrogram 1	1	9600.097076416	9601.141693115	105	180
61	Spectrogram 1	1	9696.271453857	9696.828582764	45	90
62	Spectrogram 1	1	9912.994598389	9913.969573975	45	120
63	Spectrogram 1	1	9982.774993896	9983.541046143	90	135
64	Spectrogram 1	1	10037.164703369	10038.070037842	45	90
65	Spectrogram 1	1	10086.818817139	10087.654510498	45	90
66	Spectrogram 1	1	10087.445587158	10088.350921631	135	180
67	Spectrogram 1	1	10241.909576416	10242.814910889	45	120
68	Spectrogram 1	1	10242.327423096	10243.232757568	120	180
69	Spectrogram 1	1	10365.452911377	10366.079681396	180	240
70	Spectrogram 1	1	10397.696746826	10398.462799072	45	90
71	Spectrogram 1	1	10427.433502197	10428.33883667	45	120
72	Spectrogram 1	1	10505.710113525	10506.406524658	45	90
73	Spectrogram 1	1	10558.080230713	10559.194488525	105	150
74	Spectrogram 1	1	10636.078277588	10636.913970947	45	90
75	Spectrogram 1	1	10660.174102783	10660.870513916	45	90
76	Spectrogram 1	1	10807.673980713	10808.509674072	45	90
77	Spectrogram 1	1	10808.370391846	10809.136444092	150	225
78	Spectrogram 1	1	10876.270477295	10877.036529541	45	120
79	Spectrogram 1	1	11053.716033936	11053.994598389	180	210
80	Spectrogram 1	1	11093.550750732	11094.247161865	165	225
81	Spectrogram 1	1	11221.551116943	11221.89932251	45	90
82	Spectrogram 1	1	11266.330352783	11267.166046143	135	210
83	Spectrogram 1	1	11312.572052002	11312.989898682	210	240
84	Spectrogram 1	1	11361.669036865	11362.504730225	150	195
85	Spectrogram 1	1	11393.495025635	11393.982513428	150	180
86	Spectrogram 1	1	11454.500640869	11455.545257568	45	120
87	Spectrogram 1	1	11648.590423584	11649.495758057	45	90
88	Spectrogram 1	1	11702.074798584	11702.910491943	45	105
89	Spectrogram 1	1	11703.328338623	11703.885467529	180	225
90	Spectrogram 1	1	11802.636566162	11803.681182861	45	120
91	Spectrogram 1	1	11857.374481201	11858.140533447	45	90
92	Spectrogram 1	1	11905.287567139	11906.123260498	135	165
93	Spectrogram 1	1	12072.008392334	12072.635162354	150	180
94	Spectrogram 1	1	12140.883453369	12141.440582275	120	195
95	Spectrogram 1	1	12160.522247314	12161.079376221	90	165
96	Spectrogram 1	1	12409.001739502	12409.767791748	75	135
97	Spectrogram 1	1	12412.065948486	12412.553436279	135	225
98	Spectrogram 1	1	12505.802886963	12506.638580322	90	180
99	Spectrogram 1	1	12605.528961182	12605.946807861	90	135
100	Spectrogram 1	1	12626.003448486	12626.769500732	90	180
101	Spectrogram 1	1	12647.243988037	12648.14932251	105	180
102	Spectrogram 1	1	12688.680450439	12689.376861572	135	180
103	Spectrogram 1	1	12733.807891846	12734.365020752	90	135
104	Spectrogram 1	1	12891.057525635	12891.684295654	135	210
105	Spectrogram 1	1	12908.816009521	12909.164215088	75	120
106	Spectrogram 1	1	12924.833465576	12925.529876709	120	165
107	Spectrogram 1	1	12952.202423096	12952.898834229	105	150
108	Spectrogram 1	1	12984.864105225	12985.560516357	105	180
109	Spectrogram 1	1	13059.658660889	13060.355072021	105	180
110	Spectrogram 1	1	13115.023345947	13115.789398193	90	165
111	Spectrogram 1	1	13152.977752686	13153.674163818	90	135
112	Spectrogram 1	1	13188.355438232	13189.260772705	105	150
113	Spectrogram 1	1	13237.870269775	13238.427398682	75	135
114	Spectrogram 1	1	13414.062286377	13414.54977417	150	195
115	Spectrogram 1	1	13447.141815186	13447.698944092	105	180
116	Spectrogram 1	1	13540.739471436	13541.575164795	120	165
117	Spectrogram 1	1	13651.468841553	13652.095611572	105	165
118	Spectrogram 1	1	13686.985809326	13687.682220459	120	165
119	Spectrogram 1	1	13855.58694458	13856.492279053	90	135
120	Spectrogram 1	1	13908.6534729	13909.558807373	135	180
121	Spectrogram 1	1	14017.990020752	14018.825714111	120	165
122	Spectrogram 1	1	14029.41116333	14029.82901001	75	120
123	Spectrogram 1	1	14051.90524292	14052.740936279	135	195
124	Spectrogram 1	1	14415.710418701	14416.058624268	135	195
125	Spectrogram 1	1	14481.939117432	14482.705169678	75	180
126	Spectrogram 1	1	14719.484954834	14720.25100708	135	195
127	Spectrogram 1	1	14763.358856201	14764.055267334	120	180
128	Spectrogram 1	1	14797.761566162	14798.249053955	120	180
129	Spectrogram 1	1	14848.460296631	14849.017425537	120	195
130	Spectrogram 1	1	14937.461639404	14938.575897217	90	150
131	Spectrogram 1	1	15046.449981689	15047.355316162	90	165
132	Spectrogram 1	1	15078.833099365	15079.390228271	105	165
133	Spectrogram 1	1	15198.755096436	15199.590789795	105	180
134	Spectrogram 1	1	15328.287567139	15329.401824951	60	120
135	Spectrogram 1	1	15384.487945557	15385.393280029	105	150
136	Spectrogram 1	1	15553.785491943	15554.690826416	90	180
137	Spectrogram 1	1	15580.806243896	15581.572296143	150	210
138	Spectrogram 1	1	15586.865020752	15587.422149658	75	120
139	Spectrogram 1	1	15628.092559814	15628.928253174	105	150
140	Spectrogram 1	1	15801.638214111	15802.543548584	75	150
141	Spectrogram 1	1	15872.184661865	15872.881072998	75	165
142	Spectrogram 1	1	15924.833343506	15925.669036865	90	135
143	Spectrogram 1	1	16006.870574951	16007.288421631	60	120
144	Spectrogram 1	1	16009.865142822	16010.352630615	75	120
145	Spectrogram 1	1	16089.604217529	16090.439910889	105	180
146	Spectrogram 1	1	16141.62612915	16142.67074585	90	150
147	Spectrogram 1	1	16142.601104736	16142.949310303	150	210
148	Spectrogram 1	1	16369.9793396	16371.023956299	75	150
149	Spectrogram 1	1	16426.87612915	16427.50289917	120	165
150	Spectrogram 1	1	16582.106170654	16582.593658447	135	195
151	Spectrogram 1	1	16624.865814209	16625.701507568	90	180
152	Spectrogram 1	1	16801.823883057	16802.659576416	105	180
153	Spectrogram 1	1	16832.88381958	16834.067718506	75	195
154	Spectrogram 1	1	16866.102630615	16866.590118408	135	195
155	Spectrogram 1	1	16886.925323486	16887.691375732	105	195
156	Spectrogram 1	1	16918.820953369	16919.517364502	90	135
157	Spectrogram 1	1	16919.238800049	16920.074493408	135	180
158	Spectrogram 1	1	17036.792999268	17037.4894104	90	135
159	Spectrogram 1	1	17067.852935791	17068.410064697	120	165
160	Spectrogram 1	1	17295.231170654	17295.927581787	120	180
161	Spectrogram 1	1	17375.248809814	17376.014862061	90	165
162	Spectrogram 1	1	17921.583343506	17922.349395752	105	165
163	Spectrogram 1	1	18072.843841553	18073.400970459	135	180
164	Spectrogram 1	1	18266.933624268	18267.560394287	90	150
165	Spectrogram 1	1	18374.320220947	18375.086273193	120	165
166	Spectrogram 1	1	18494.660064697	18495.35647583	120	180
167	Spectrogram 1	1	18958.957366943	18959.30557251	75	120
168	Spectrogram 1	1	19202.004852295	19202.353057861	135	165
