Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Waveform 1	1	386.275144846	387.639795313	58.2	204.6
1	Spectrogram 1	1	386.275144846	387.639795313	58.2	204.6
2	Waveform 1	1	1592.270658375	1593.299739055	95.2	186.9
2	Spectrogram 1	1	1592.270658375	1593.299739055	95.2	186.9
3	Waveform 1	1	2190.727037354	2192.203544418	81.1	213.4
3	Spectrogram 1	1	2190.727037354	2192.203544418	81.1	213.4
4	Waveform 1	1	2567.248287056	2568.523452247	60.8	185.8
4	Spectrogram 1	1	2567.248287056	2568.523452247	60.8	185.8
5	Waveform 1	1	2796.454095054	2797.684517607	78.1	182.3
5	Spectrogram 1	1	2796.454095054	2797.684517607	78.1	182.3
6	Waveform 1	1	2935.178950208	2936.387001442	78.1	180.6
6	Spectrogram 1	1	2935.178950208	2936.387001442	78.1	180.6
9	Waveform 1	1	3387.617423994	3388.467534121	85.3	170.5
9	Spectrogram 1	1	3387.617423994	3388.467534121	85.3	170.5
10	Waveform 1	1	4955.324373955	4956.532425188	83.5	184.7
10	Spectrogram 1	1	4955.324373955	4956.532425188	83.5	184.7
11	Waveform 1	1	5100.917224085	5102.281874552	83.5	218.5
11	Spectrogram 1	1	5100.917224085	5102.281874552	83.5	218.5
12	Waveform 1	1	5331.219226721	5332.539134550	78.2	204.3
12	Spectrogram 1	1	5331.219226721	5332.539134550	78.2	204.3
13	Waveform 1	1	5875.794130967	5877.650950455	62.2	179.4
13	Spectrogram 1	1	5875.794130967	5877.650950455	62.2	179.4
14	Waveform 1	1	6098.264529916	6100.345062595	48.0	209.6
14	Spectrogram 1	1	6098.264529916	6100.345062595	48.0	209.6
