Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Waveform 1	1	274.225187585	275.199076082	108.2	209.4
1	Spectrogram 1	1	274.225187585	275.199076082	108.2	209.4
5	Waveform 1	1	1704.624421872	1705.915882705	44.2	204.7
5	Spectrogram 1	1	1704.624421872	1705.915882705	44.2	204.7
6	Waveform 1	1	2045.993197361	2047.538716062	60.5	195.3
6	Spectrogram 1	1	2045.993197361	2047.538716062	60.5	195.3
7	Waveform 1	1	2278.305299799	2279.935504457	76.7	190.7
7	Spectrogram 1	1	2278.305299799	2279.935504457	76.7	190.7
8	Waveform 1	1	2878.886428618	2879.881488604	67.4	179.1
8	Spectrogram 1	1	2878.886428618	2879.881488604	67.4	179.1
9	Waveform 1	1	3102.682275676	3103.783193107	72.1	216.3
9	Spectrogram 1	1	3102.682275676	3103.783193107	72.1	216.3

