Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Waveform 1	1	101.444873659	102.440634345	61.9	225.1
1	Spectrogram 1	1	101.444873659	102.440634345	61.9	225.1
2	Waveform 1	1	109.199095171	109.982991881	82.6	219.5
2	Spectrogram 1	1	109.199095171	109.982991881	82.6	219.5
3	Waveform 1	1	85.766939454	86.720327345	67.5	185.7
3	Spectrogram 1	1	85.766939454	86.720327345	67.5	185.7
4	Waveform 1	1	165.550815819	166.885558867	105.1	197.0
4	Spectrogram 1	1	165.550815819	166.885558867	105.1	197.0
5	Waveform 1	1	388.877090411	390.254206253	73.2	193.2
5	Spectrogram 1	1	388.877090411	390.254206253	73.2	193.2
6	Waveform 1	1	403.813500701	404.936379772	80.7	182.0
6	Spectrogram 1	1	403.813500701	404.936379772	80.7	182.0
7	Waveform 1	1	614.449123145	615.868611783	75.0	212.0
7	Spectrogram 1	1	614.449123145	615.868611783	75.0	212.0
8	Waveform 1	1	616.631322096	617.648269179	122.0	204.5
8	Spectrogram 1	1	616.631322096	617.648269179	122.0	204.5
9	Waveform 1	1	766.864372469	768.283861106	112.6	217.6
9	Spectrogram 1	1	766.864372469	768.283861106	112.6	217.6
10	Waveform 1	1	2186.567773075	2188.135566496	82.6	195.1
10	Spectrogram 1	1	2186.567773075	2188.135566496	82.6	195.1
11	Waveform 1	1	2405.402531381	2406.440664863	93.8	172.6
11	Spectrogram 1	1	2405.402531381	2406.440664863	93.8	172.6
12	Waveform 1	1	3156.483037658	3157.711848717	99.4	180.1
12	Spectrogram 1	1	3156.483037658	3157.711848717	99.4	180.1
13	Waveform 1	1	4067.775387565	4068.728775455	80.7	176.4
13	Spectrogram 1	1	4067.775387565	4068.728775455	80.7	176.4
14	Waveform 1	1	5476.737284601	5477.627113299	86.3	183.9
14	Spectrogram 1	1	5476.737284601	5477.627113299	86.3	183.9
15	Waveform 1	1	5487.415228978	5488.347430472	86.3	191.4
15	Spectrogram 1	1	5487.415228978	5488.347430472	86.3	191.4
16	Waveform 1	1	6100.910964233	6101.821979329	91.9	189.5
16	Spectrogram 1	1	6100.910964233	6101.821979329	91.9	189.5
17	Waveform 1	1	6547.499954224	6548.326223729	90.1	172.6
17	Spectrogram 1	1	6547.499954224	6548.326223729	90.1	172.6
