Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Waveform 1	1	18.625693100	20.263116669	71.4	188.3
1	Spectrogram 1	1	18.625693100	20.263116669	71.4	188.3
2	Waveform 1	1	231.783611930	233.596473738	65.1	177.9
2	Spectrogram 1	1	231.783611930	233.596473738	65.1	177.9
3	Waveform 1	1	1515.935640093	1517.602303369	82.4	232.1
3	Spectrogram 1	1	1515.935640093	1517.602303369	82.4	232.1
4	Waveform 1	1	1961.228047332	1962.690032662	69.4	182.2
4	Spectrogram 1	1	1961.228047332	1962.690032662	69.4	182.2
5	Waveform 1	1	2489.035059165	2490.935640093	75.9	225.6
5	Spectrogram 1	1	2489.035059165	2490.935640093	75.9	225.6
6	Waveform 1	1	4352.163738288	4353.333326552	108.5	184.4
6	Spectrogram 1	1	4352.163738288	4353.333326552	108.5	184.4
7	Waveform 1	1	4373.654922634	4374.882990311	102.0	171.4
7	Spectrogram 1	1	4373.654922634	4374.882990311	102.0	171.4
8	Waveform 1	1	5706.988289876	5708.391795792	78.1	182.2
8	Spectrogram 1	1	5706.988289876	5708.391795792	78.1	182.2
9	Waveform 1	1	6091.725112171	6092.894700435	121.5	236.4
9	Spectrogram 1	1	6091.725112171	6092.894700435	121.5	236.4
10	Waveform 1	1	6321.637382879	6322.982409382	86.8	171.4
10	Spectrogram 1	1	6321.637382879	6322.982409382	86.8	171.4
