Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Waveform 1	1	475.173921874	476.752869242	81.4	183.7
1	Spectrogram 1	1	475.173921874	476.752869242	81.4	183.7
2	Waveform 1	1	507.019804011	508.481792315	58.5	196.2
2	Spectrogram 1	1	507.019804011	508.481792315	58.5	196.2
3	Waveform 1	1	698.495861572	701.010481455	89.8	173.3
3	Spectrogram 1	1	698.495861572	701.010481455	89.8	173.3
4	Waveform 1	1	730.139625371	731.426175079	89.8	202.5
4	Spectrogram 1	1	730.139625371	731.426175079	89.8	202.5
5	Waveform 1	1	844.853801170	846.052631579	68.9	198.3
5	Spectrogram 1	1	844.853801170	846.052631579	68.9	198.3
6	Waveform 1	1	1057.280701754	1058.801169591	64.7	217.1
6	Spectrogram 1	1	1057.280701754	1058.801169591	64.7	217.1
7	Waveform 1	1	1094.956242357	1096.213552298	71.0	190.0
7	Spectrogram 1	1	1094.956242357	1096.213552298	71.0	190.0
8	Waveform 1	1	1545.309946600	1546.742695138	68.9	185.8
8	Spectrogram 1	1	1545.309946600	1546.742695138	68.9	185.8
9	Waveform 1	1	1959.298245614	1960.672514620	103.5	223.6
9	Spectrogram 1	1	1959.298245614	1960.672514620	103.5	223.6
10	Waveform 1	1	2218.418374326	2219.704924034	64.2	219.5
10	Spectrogram 1	1	2218.418374326	2219.704924034	64.2	219.5
11	Waveform 1	1	2381.002154413	2382.376423419	93.2	215.3
11	Spectrogram 1	1	2381.002154413	2382.376423419	93.2	215.3
12	Waveform 1	1	2562.105263158	2563.216374269	124.2	209.1
12	Spectrogram 1	1	2562.105263158	2563.216374269	124.2	209.1
13	Waveform 1	1	2604.212786467	2605.674774771	72.5	246.4
13	Spectrogram 1	1	2604.212786467	2605.674774771	72.5	246.4
14	Waveform 1	1	2976.739334036	2978.756877896	84.9	273.3
14	Spectrogram 1	1	2976.739334036	2978.756877896	84.9	273.3
15	Waveform 1	1	2981.008339884	2982.704246317	111.8	227.7
15	Spectrogram 1	1	2981.008339884	2982.704246317	111.8	227.7
16	Waveform 1	1	3387.046783626	3388.040935673	72.5	161.5
16	Spectrogram 1	1	3387.046783626	3388.040935673	72.5	161.5
17	Waveform 1	1	3408.919258730	3410.819843526	66.3	157.3
17	Spectrogram 1	1	3408.919258730	3410.819843526	66.3	157.3
18	Waveform 1	1	3609.883040936	3611.374269006	41.4	140.8
18	Spectrogram 1	1	3609.883040936	3611.374269006	41.4	140.8
19	Waveform 1	1	4169.754300248	4171.479446447	49.7	178.1
19	Spectrogram 1	1	4169.754300248	4171.479446447	49.7	178.1
20	Waveform 1	1	4602.436419674	4604.395484002	78.7	202.9
20	Spectrogram 1	1	4602.436419674	4604.395484002	78.7	202.9
21	Waveform 1	1	4959.912280702	4961.520467836	70.4	252.6
21	Spectrogram 1	1	4959.912280702	4961.520467836	70.4	252.6
22	Waveform 1	1	5006.882441472	5008.285950244	70.4	200.8
22	Spectrogram 1	1	5006.882441472	5008.285950244	70.4	200.8
23	Waveform 1	1	4980.755354752	4982.538980483	74.5	256.7
23	Spectrogram 1	1	4980.755354752	4982.538980483	74.5	256.7
24	Waveform 1	1	5233.677725182	5234.999938965	66.3	231.9
24	Spectrogram 1	1	5233.677725182	5234.999938965	66.3	231.9
25	Waveform 1	1	5775.760233918	5777.192982456	72.5	202.9
25	Spectrogram 1	1	5775.760233918	5777.192982456	72.5	202.9
