Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Waveform 1	1	97.220338983	103.152542373	34.3	47.8
1	Spectrogram 1	1	97.220338983	103.152542373	34.3	47.8
2	Waveform 1	1	263.415254237	274.474576271	23.4	36.8
2	Spectrogram 1	1	263.415254237	274.474576271	23.4	36.8
3	Waveform 1	1	537.474576271	541.500000000	20.4	29.7
3	Spectrogram 1	1	537.474576271	541.500000000	20.4	29.7
4	Waveform 1	1	1010.703389831	1050.550847458	29.8	39.6
4	Spectrogram 1	1	1010.703389831	1050.550847458	29.8	39.6
5	Waveform 1	1	1277.381355932	1285.220338983	23.5	32.1
5	Spectrogram 1	1	1277.381355932	1285.220338983	23.5	32.1
6	Waveform 1	1	1351.805084746	1378.161016949	29.7	40.6
6	Spectrogram 1	1	1351.805084746	1378.161016949	29.7	40.6
7	Waveform 1	1	1481.457627119	1515.228813559	29.9	42.8
7	Spectrogram 1	1	1481.457627119	1515.228813559	29.9	42.8
8	Waveform 1	1	1607.127118644	1627.932203390	27.5	40.3
8	Spectrogram 1	1	1607.127118644	1627.932203390	27.5	40.3
9	Waveform 1	1	2234.661016949	2251.525423729	18.3	29.5
9	Spectrogram 1	1	2234.661016949	2251.525423729	18.3	29.5
10	Waveform 1	1	3921.669491525	3926.754237288	23.0	35.9
10	Spectrogram 1	1	3921.669491525	3926.754237288	23.0	35.9
11	Waveform 1	1	5302.762711864	5308.101694915	23.6	35.7
11	Spectrogram 1	1	5302.762711864	5308.101694915	23.6	35.7
12	Waveform 1	1	5385.779661017	5390.398305085	20.2	30.8
12	Spectrogram 1	1	5385.779661017	5390.398305085	20.2	30.8
13	Waveform 1	1	6798.000000000	6803.169491525	30.3	41.3
13	Spectrogram 1	1	6798.000000000	6803.169491525	30.3	41.3
14	Waveform 1	1	6849.228813559	6853.677966102	25.3	34.6
14	Spectrogram 1	1	6849.228813559	6853.677966102	25.3	34.6
