Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	TP/FP/FN
1	Spectrogram 1	1	20.683380127	21.17086792	65	125	FP
1	Spectrogram 1	1	22.309276645	23.029614163	88.7	180.8	FN
2	Spectrogram 1	1	45.823822021	46.241668701	155	185	FP
3	Spectrogram 1	1	69.362518311	69.850006104	65	115	FP
4	Spectrogram 1	1	141.232147217	141.580352783	115	135	FP
5	Spectrogram 1	1	208.7840271	209.689361572	105	195	FP
6	Spectrogram 1	1	239.77432251	240.331451416	155	245	FP
7	Spectrogram 1	1	266.795074463	267.561126709	65	105	FP
2	Spectrogram 1	1	316.936400117	318.186397574	102.5	243	FN
8	Spectrogram 1	1	336.923675537	337.689727783	185	245	FP
3	Spectrogram 1	1	364.050820906	365.491495941	86.4	226.9	FN
9	Spectrogram 1	1	392.218719482	392.915130615	125	145	FP
4	Spectrogram 1	1	419.830478302	421.165221349	114	240.7	FN
10	Spectrogram 1	1	441.803192139	442.290679932	115	175	FP
5	Spectrogram 1	1	446.279631965	447.741493398	81.7	217.7	FN
11	Spectrogram 1	1	448.279815674	448.767303467	115	175	FP
12	Spectrogram 1	1	459.979522705	460.745574951	155	215	FP
13	Spectrogram 1	1	511.23538208	511.65322876	175	235	FP
6	Spectrogram 1	1	522.300828535	523.487266799	58.7	199.3	FN
14	Spectrogram 1	1	523.770782471	524.258270264	75	105	FP
15	Spectrogram 1	1	538.952545166	539.509674072	145	215	FP
16	Spectrogram 1	1	548.145172119	548.702301025	125	195	FP
7	Spectrogram 1	1	556.313526132	557.81776036	58.7	190	FN
8	Spectrogram 1	1	577.04235245	578.483027485	65.6	194.7	FN
17	Spectrogram 1	1	580.319366455	581.433624268	115	175	FP
18	Spectrogram 1	1	592.297637939	592.854766846	145	235	FP
19	Spectrogram 1	1	602.117034912	602.883087158	115	195	FP
9	Spectrogram 1	1	607.262684881	608.555055133	63.3	176.2	FN
20	Spectrogram 1	1	708.180450439	709.085784912	125	195	FP
10	Spectrogram 1	1	720.410979492	721.38555378	56.4	162.4	FN
11	Spectrogram 1	1	744.593188614	746.139795637	63.3	160.1	FN
21	Spectrogram 1	1	779.701873779	780.746490479	145	215	FP
22	Spectrogram 1	1	812.293914795	812.851043701	145	215	FP
23	Spectrogram 1	1	908.189727783	908.746856689	125	165	FP
12	Spectrogram 1	1	915.838926412	917.406719833	61	187.7	FN
24	Spectrogram 1	1	927.341033936	927.758880615	165	225	FP
25	Spectrogram 1	1	974.418426514	975.045196533	95	135	FP
26	Spectrogram 1	1	1065.439361572	1066.275054932	115	165	FP
27	Spectrogram 1	1	1116.416656494	1116.9737854	95	165	FP
13	Spectrogram 1	1	1156.042321933	1158.118588895	47.2	215.4	FN
28	Spectrogram 1	1	1157.156707764	1158.13168335	145	245	TP
14	Spectrogram 1	1	1180.766939454	1182.567783248	72.5	203.9	FN
29	Spectrogram 1	1	1182.297149658	1183.759613037	165	245	FP
15	Spectrogram 1	1	1199.177918946	1200.745712366	56.4	173.9	FN
30	Spectrogram 1	1	1261.827301025	1262.454071045	65	125	FP
31	Spectrogram 1	1	1319.350860596	1319.907989502	175	245	FP
32	Spectrogram 1	1	1479.177215576	1480.012908936	105	125	FP
16	Spectrogram 1	1	1488.910984578	1490.20335483	54.1	199.3	TP
17	Spectrogram 1	1	1522.758440481	1524.156742721	88.7	206.2	FN
34	Spectrogram 1	1	1559.403778076	1559.682342529	75	135	FP
18	Spectrogram 1	1	1562.88135007	1564.27965231	74.8	208.5	FN
35	Spectrogram 1	1	1578.764007568	1579.181854248	215	245	FP
36	Spectrogram 1	1	1625.91104126	1626.468170166	165	235	FP
37	Spectrogram 1	1	1646.524810791	1647.012298584	135	205	FP
38	Spectrogram 1	1	1662.402984619	1663.029754639	95	145	FP
39	Spectrogram 1	1	1698.407440186	1698.964569092	175	215	FP
40	Spectrogram 1	1	1705.998321533	1706.625091553	55	165	FP
41	Spectrogram 1	1	1708.366119385	1708.992889404	135	165	FP
42	Spectrogram 1	1	1759.41305542	1759.900543213	195	215	FP
19	Spectrogram 1	1	1782.648279352	1784.32200476	44.9	194.7	FN
43	Spectrogram 1	1	1806.699371338	1807.395782471	165	235	FP
44	Spectrogram 1	1	1818.399078369	1818.677642822	215	235	FP
