Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	87.329925537	88.095977783	135	165
2	Spectrogram 1	1	102.093841553	102.859893799	135	165
3	Spectrogram 1	1	160.313812256	160.731658936	135	165
4	Spectrogram 1	1	218.603424072	219.508758545	135	165
5	Spectrogram 1	1	317.075958252	317.702728271	135	165
6	Spectrogram 1	1	364.501556396	364.849761963	135	165
7	Spectrogram 1	1	409.14151001	409.489715576	135	165
8	Spectrogram 1	1	446.747711182	447.235198975	135	165
9	Spectrogram 1	1	522.865447998	523.352935791	135	165
10	Spectrogram 1	1	808.602935791	808.951141357	135	165
11	Spectrogram 1	1	1157.29598999	1157.783477783	135	165
12	Spectrogram 1	1	1182.018585205	1182.366790771	135	165
13	Spectrogram 1	1	2338.757476807	2339.105682373	135	165
14	Spectrogram 1	1	2374.06552124	2374.413726807	135	165
15	Spectrogram 1	1	2576.651519775	2576.930084229	135	165
16	Spectrogram 1	1	2685.291656494	2685.570220947	135	165
17	Spectrogram 1	1	3267.352081299	3267.769927979	135	165
18	Spectrogram 1	1	3526.904510498	3527.600921631	135	165
19	Spectrogram 1	1	3788.685455322	3789.103302002	135	165
20	Spectrogram 1	1	3979.989593506	3980.268157959	135	165
21	Spectrogram 1	1	4237.661712646	4237.9402771	135	165
22	Spectrogram 1	1	4498.676605225	4499.164093018	135	165
23	Spectrogram 1	1	4662.542144775	4662.959991455	135	165
24	Spectrogram 1	1	4864.083526611	4864.431732178	135	165
25	Spectrogram 1	1	5027.879425049	5028.297271729	135	165
26	Spectrogram 1	1	5156.019073486	5156.297637939	135	165
27	Spectrogram 1	1	5470.587982178	5470.866546631	135	165
28	Spectrogram 1	1	5770.95010376	5771.298309326	135	165
29	Spectrogram 1	1	6095.89553833	6096.243743896	135	165
30	Spectrogram 1	1	6120.548492432	6120.827056885	135	165
31	Spectrogram 1	1	6129.114349365	6129.880401611	135	165
32	Spectrogram 1	1	6348.205291748	6348.553497314	135	165
33	Spectrogram 1	1	6501.27645874	6501.69430542	135	165
34	Spectrogram 1	1	6651.561981201	6651.979827881	135	165
35	Spectrogram 1	1	7162.936676025	7163.354522705	135	165
36	Spectrogram 1	1	7201.308929443	7201.587493896	135	165
37	Spectrogram 1	1	7461.348846436	7461.697052002	135	165
38	Spectrogram 1	1	7525.349029541	7525.627593994	135	165
39	Spectrogram 1	1	7636.635528564	7636.983734131	135	165
40	Spectrogram 1	1	7959.700653076	7960.118499756	135	165
41	Spectrogram 1	1	8001.903167725	8002.181732178	135	165
42	Spectrogram 1	1	8022.099090576	8022.447296143	135	165
43	Spectrogram 1	1	8280.537261963	8280.885467529	135	165
44	Spectrogram 1	1	8391.05770874	8391.47555542	135	165
45	Spectrogram 1	1	9226.472503662	9226.820709229	135	165
46	Spectrogram 1	1	9489.855194092	9490.203399658	135	165
47	Spectrogram 1	1	9750.034393311	9750.66116333	135	165
48	Spectrogram 1	1	10223.10647583	10223.385040283	135	165
49	Spectrogram 1	1	10567.412139893	10567.690704346	135	165
50	Spectrogram 1	1	12015.808013916	12016.086578369	135	165
51	Spectrogram 1	1	12426.690582275	12426.969146729	135	165
52	Spectrogram 1	1	12463.321807861	12463.600372314	135	165
53	Spectrogram 1	1	13683.712677002	13683.991241455	135	165
54	Spectrogram 1	1	13929.197601318	13929.476165771	135	165
55	Spectrogram 1	1	14027.530853271	14027.879058838	135	165
56	Spectrogram 1	1	14227.261566162	14227.540130615	135	165
57	Spectrogram 1	1	14274.408599854	14274.75680542	135	165
58	Spectrogram 1	1	14363.201019287	14363.618865967	135	165
59	Spectrogram 1	1	14388.132537842	14388.411102295	135	165
60	Spectrogram 1	1	14470.796539307	14471.423309326	135	165
61	Spectrogram 1	1	14493.429901123	14493.917388916	135	165
62	Spectrogram 1	1	15113.375091553	15113.723297119	135	165
63	Spectrogram 1	1	15129.392547607	15129.740753174	135	165
64	Spectrogram 1	1	15173.962860107	15174.4503479	135	165
65	Spectrogram 1	1	15598.007598877	15598.355804443	135	165
66	Spectrogram 1	1	15649.820587158	15650.099151611	135	165
67	Spectrogram 1	1	15748.989532471	15749.268096924	135	165
68	Spectrogram 1	1	15751.009124756	15751.426971436	135	165
69	Spectrogram 1	1	15776.915618896	15777.19418335	135	165
70	Spectrogram 1	1	16112.307220459	16112.585784912	135	165
71	Spectrogram 1	1	16144.551055908	16144.899261475	135	165
72	Spectrogram 1	1	16294.070526123	16294.418731689	135	165
73	Spectrogram 1	1	16383.907562256	16384.603973389	135	165
74	Spectrogram 1	1	16802.450653076	16802.938140869	135	165
75	Spectrogram 1	1	17385.1378479	17385.486053467	135	165
76	Spectrogram 1	1	18409.280059814	18409.628265381	135	165
77	Spectrogram 1	1	18657.132781982	18657.480987549	135	165
78	Spectrogram 1	1	18843.42276001	18843.770965576	135	165
79	Spectrogram 1	1	19100.677032471	19101.234161377	135	165
80	Spectrogram 1	1	19106.805450439	19107.571502686	135	165
81	Spectrogram 1	1	19114.535614014	19114.88381958	135	165
82	Spectrogram 1	1	19131.249481201	19131.597686768	135	165
83	Spectrogram 1	1	19173.521636963	19173.869842529	135	165
84	Spectrogram 1	1	19177.769744873	19178.048309326	135	165
85	Spectrogram 1	1	19209.874298096	19210.431427002	135	165
86	Spectrogram 1	1	19455.150299072	19455.498504639	135	165
87	Spectrogram 1	1	19525.836029053	19526.393157959	135	165
88	Spectrogram 1	1	19553.971038818	19554.249603271	135	165
89	Spectrogram 1	1	19601.187713623	19601.744842529	135	165
