Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	160.313812256	160.801300049	135	210
2	Spectrogram 1	1	316.797393799	318.050933838	105	210
3	Spectrogram 1	1	408.862945557	409.628997803	90	165
4	Spectrogram 1	1	522.517242432	523.352935791	60	180
5	Spectrogram 1	1	1156.738861084	1157.783477783	90	165
6	Spectrogram 1	1	2366.404998779	2367.240692139	75	135
7	Spectrogram 1	1	3788.546173096	3789.103302002	105	165
8	Spectrogram 1	1	4498.398040771	4499.164093018	60	165
9	Spectrogram 1	1	4662.472503662	4662.959991455	120	180
10	Spectrogram 1	1	4863.874603271	4864.431732178	105	165
11	Spectrogram 1	1	5155.601226807	5156.367279053	90	180
12	Spectrogram 1	1	5210.199859619	5210.965911865	60	120
13	Spectrogram 1	1	5470.309417725	5470.866546631	75	165
14	Spectrogram 1	1	6129.044708252	6129.950042725	120	180
15	Spectrogram 1	1	7162.240264893	7163.633087158	60	195
16	Spectrogram 1	1	7959.213165283	7960.188140869	90	195
17	Spectrogram 1	1	8280.189056396	8281.024749756	60	180
18	Spectrogram 1	1	8301.290313721	8302.613494873	75	150
19	Spectrogram 1	1	8390.8487854	8391.47555542	105	180
20	Spectrogram 1	1	10424.160369873	10425.065704346	75	135
21	Spectrogram 1	1	11764.194671631	11764.960723877	60	135
22	Spectrogram 1	1	12426.412017822	12426.969146729	105	165
23	Spectrogram 1	1	13683.503753662	13684.060882568	105	165
24	Spectrogram 1	1	13882.886260986	13883.513031006	60	135
25	Spectrogram 1	1	14027.461212158	14027.879058838	105	165
26	Spectrogram 1	1	14362.992095947	14363.618865967	45	150
27	Spectrogram 1	1	14470.796539307	14471.632232666	120	225
28	Spectrogram 1	1	14493.15133667	14493.987030029	105	210
29	Spectrogram 1	1	15173.962860107	15174.519989014	135	195
30	Spectrogram 1	1	15776.845977783	15777.19418335	105	165
31	Spectrogram 1	1	16111.819732666	16112.585784912	105	165
32	Spectrogram 1	1	16293.79196167	16294.418731689	90	165
33	Spectrogram 1	1	16896.396514893	16896.953643799	90	150
34	Spectrogram 1	1	19100.189544678	19101.234161377	90	180
35	Spectrogram 1	1	19113.908843994	19114.88381958	75	165
36	Spectrogram 1	1	19525.627105713	19526.602081299	105	195
37	Spectrogram 1	1	19553.344268799	19554.667449951	75	195
